name,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps_transformed,Accept_transformed,Enroll_transformed,Top10perc_transformed,F.Undergrad_transformed,P.Undergrad_transformed,Outstate_transformed,Books_transformed,Personal_transformed,PhD_transformed,Terminal_transformed,S.F.Ratio_transformed,perc.alumni_transformed,Expend_transformed,Accept_Rate,Outstate_Tier,Outstate_Tier_Encoded,Private_Binary,Apps_transformed_scaled,Accept_transformed_scaled,Enroll_transformed_scaled,Top10perc_transformed_scaled,F.Undergrad_transformed_scaled,P.Undergrad_transformed_scaled,Outstate_transformed_scaled,Books_transformed_scaled,Personal_transformed_scaled,PhD_transformed_scaled,Terminal_transformed_scaled,S.F.Ratio_transformed_scaled,perc.alumni_transformed_scaled,Expend_transformed_scaled,Accept_Rate_scaled,Outstate_Tier_Encoded_scaled,Private_Binary_scaled
New York University,Yes,13594,7244,2505,70,86,12408,2814,17748,7262,450,1000,87.0,98,7.8,16,21227,71,6.867167369901742,6.639392814767284,4.556096611219629,7.683484879370771,3.987544384129924,12.063113705669375,80.7070521795238,9.28888019207096,9.020229620808045,3873.5164176623007,62055.431121210495,4.104640410812043,2.833213344056216,1.8355302390687287,0.5328821538914227,High,2,1,1.853192332420747,1.7304646339978482,1.6260515926943788,1.9228546444162873,1.597886409710886,1.4875334508014404,1.621901635050351,-0.6142542984789047,-0.38127720177114266,0.9534892875353681,1.467641878959388,-1.7100169908089125,-0.28448920152158647,1.9069021322888502,-1.4560007995477826,1.8150779933081982,0.6125530498969481
Newberry College,Yes,872,722,154,14,36,601,36,10194,2600,500,1500,57.0,63,11.4,32,5788,83,5.346104918749001,5.287458374139728,3.5084153743532194,3.7701053698334652,3.442192268385292,4.300000417188417,66.22225323898529,9.521846755027648,9.706971680718645,1658.2867737090962,19527.97071250106,5.602755748742425,3.4965075614664802,1.8270369173997207,0.8279816513761468,Medium,1,1,-0.5892444638969405,-0.5105660135598495,-1.246947559631307,-0.7684736752694478,-1.311479143516128,-1.264692158327937,0.06671342579414018,-0.2291946039516519,0.4565508868862346,-1.0589485972397998,-1.199238322126377,-0.6514933665420364,0.7990089285165864,-1.0882727843289703,0.5513527636856955,0.3581403891754813,0.6125530498969481
Niagara University,Yes,2220,1796,467,65,99,1919,334,10320,4762,450,650,68.0,100,14.2,20,7788,65,5.89807278537046,5.847641037368532,3.9794168049484355,7.465705585404618,3.6947708967557515,7.85059258821939,66.51422702817686,9.28888019207096,8.312862263756331,2362.752960444352,65424.30531235642,6.642366463951214,3.044522437723423,1.8295336349205846,0.809009009009009,Medium,1,1,0.29707458684257976,0.4180193370311913,0.04465399170657096,1.7730824130587486,0.03598708911959885,-0.005914869171841798,0.0980617514579351,-0.6142542984789047,-1.2442682363007733,-0.4189723100864871,1.6789026453905742,0.0830645638304953,0.060686441260878146,-0.20780387195287606,0.42229527092734204,0.3581403891754813,0.6125530498969481
North Adams State College,No,1563,1005,240,1,19,1380,136,5542,4330,500,1000,65.0,71,14.2,17,6562,57,5.695193533672168,5.494847886129449,3.70645725703125,0.0,3.6294381111058343,6.323883301839085,53.17863929194645,9.521846755027648,9.020229620808045,2158.256391919805,26700.255016237883,6.642366463951214,2.8903717578961645,1.8281419389727358,0.6429942418426103,Low,0,0,-0.028697539858578702,-0.16678732253452225,-0.7038680989732606,-3.3612688093227097,-0.31255278187127394,-0.5471730267600209,-1.333739193520609,-0.2291946039516519,-0.38127720177114266,-0.6047483730462211,-0.7494672137091747,0.0830645638304953,-0.1911203270674524,-0.6985862721727822,-0.7069859961073378,-1.0987972149572356,-1.6325116659989423
North Carolina A. & T. State University,No,4809,3089,1429,12,33,6162,871,6806,1780,600,1651,72.0,72,16.7,9,7090,44,6.327125244493902,6.164613880032517,4.379664558207664,3.473099970406587,3.8914935046565273,9.635858562068497,57.274762274226106,9.932527964405688,9.872466183202622,2649.852552524213,27695.56132098715,7.504643909305106,2.302585092994046,1.8287867526457662,0.6423372842586816,Low,0,0,0.9860229682318552,0.9434485542377147,1.142231590092682,-0.9727316677869278,1.0854704640690527,0.6270083601755231,-0.8939510962294311,0.4496014388117547,0.6584548487864337,-0.1581550637201262,-0.6870519494859656,0.6923240937679691,-1.1512760702749985,-0.4711923484974094,-0.711454814787928,-1.0987972149572356,-1.6325116659989423
North Carolina State University at Raleigh,No,10634,7064,3176,39,78,16505,5481,8400,6540,600,1300,92.0,98,17.5,21,9670,62,6.743203247869614,6.625773790882393,4.626244320223378,6.071854355974564,4.0226664988438126,13.573690222417913,61.780383249572765,9.932527964405688,9.462240306916735,4333.028101275151,62055.431121210495,7.769748570134491,3.091042453358316,1.8311170389799718,0.6642843708858379,Low,0,0,1.6541376960742722,1.7078890940909774,1.8184138317167609,0.8144962912549331,1.785257225290381,2.02307212187992,-0.4101964618018934,0.4496014388117547,0.15797762173098692,1.3709352724803292,1.467641878959388,0.8796391417393972,0.13667737956055104,0.35058450733727714,-0.5621642774636598,-1.0987972149572356,-1.6325116659989423
North Carolina Wesleyan College,Yes,812,689,195,7,24,646,84,8242,4230,600,1295,77.0,77,12.7,11,10090,52,5.302435344934527,5.257735830242064,3.6154531273564143,2.522066501068072,3.4598420609072114,5.5592967701084035,61.3603198714305,9.932527964405688,9.455685739820142,3031.9379352623355,33014.976620545895,6.096499940947927,2.4849066497880004,1.831406817426171,0.8485221674876847,Low,0,1,-0.6593666169243518,-0.5598355119884311,-0.9534237636293776,-1.6267810138219474,-1.2173203479373083,-0.8182388420878753,-0.4552973717633608,0.4496014388117547,0.14998102338192104,0.18895256078278097,-0.35347352257287784,-0.3026284436876273,-0.8534518760234878,0.4527750480063785,0.6910753947257052,-1.0987972149572356,0.6125530498969481
North Central College,Yes,1127,884,308,30,64,1310,766,11718,7398,450,1800,73.0,87,16.4,33,8871,76,5.501383581862471,5.414963956985695,3.812025494055611,5.42374736044689,3.618685423136638,9.386669734055971,69.60701167104999,9.28888019207096,10.02256149629937,2724.2061589730774,45443.82519345305,7.4039613662423625,3.5263605246161616,1.830508323047194,0.7843833185448092,Medium,1,1,-0.3399066933248414,-0.29920671217251305,-0.4143740765445859,0.3687770077049723,-0.369916637404251,0.5386644382875547,0.4301245042866015,-0.6142542984789047,0.8415717373961816,-0.09060810988813835,0.4259346495311623,0.621184811174139,0.8477740600370556,0.13592047314028685,0.25478408259346536,0.3581403891754813,0.6125530498969481
North Dakota State University,No,2968,2297,1610,13,47,7368,1128,5834,2744,600,2000,79.0,83,17.0,24,6310,42,6.062088646643155,5.992929920984773,4.418431649771785,3.625856985682614,3.9174386073593457,10.147110493852125,54.17547502267525,9.932527964405688,10.2068887785124,3191.9953654123665,40177.688977444705,7.604625202738478,3.2188758248682006,1.8278052009006072,0.773921832884097,Low,0,0,0.5604420603138844,0.6588570811915526,1.248540472300957,-0.8676768730139961,1.2238834011408197,0.8082604696171843,-1.2267120141059193,0.4496014388117547,1.066451766681205,0.3343576374315665,0.09569733284866454,0.7629678942848166,0.34549454598816776,-0.8173371527370114,0.18362198066940585,-1.0987972149572356,-1.6325116659989423
North Park College,Yes,465,361,176,19,39,879,156,12580,4345,400,970,76.0,79,13.1,24,10889,74,4.953024692753351,4.837093459405825,3.569442261150873,4.394249799363181,3.5320704641377794,6.548337801632348,71.39464289722568,9.032160306951633,8.96946884644368,2953.4572253472356,35306.31811651647,6.2444098482081,3.2188758248682006,1.8319097960572432,0.7763440860215054,Medium,1,1,-1.22043065033462,-1.2571122558723742,-1.0795968542171843,-0.3392340437249904,-0.8319934696566976,-0.4675980676605612,0.6220569582239497,-1.0385747644227592,-0.4432055516526116,0.1176563164912192,-0.20978440474634713,-0.1981197138629203,0.34549454598816776,0.6301507601355214,0.20009885883380166,0.3581403891754813,0.6125530498969481
Northeast Missouri State University,No,6040,4577,1620,36,72,5640,266,4856,3416,400,1100,69.0,72,15.7,13,6601,76,6.449093321187228,6.387119690967577,4.420425141034915,5.869495015931659,3.8782642558960267,7.450865680203919,50.69262541848118,9.032160306951633,9.179807776613403,2432.980805886118,27695.56132098715,7.1662063890012035,2.6390573296152584,1.8281922746058885,0.7577814569536424,Low,0,0,1.1818724668938687,1.3122847393220165,1.2540071147372311,0.675328745331237,1.0148945562698897,-0.14762845649391362,-1.6006548393595166,-1.0385747644227592,-0.18659120673062196,-0.3551734271494861,-0.6870519494859656,0.4531942340637835,-0.601645107695158,-0.6808353813309567,0.07383039711171765,-1.0987972149572356,-1.6325116659989423
Northeastern University,Yes,11901,8492,2517,16,42,11160,10221,13380,7425,600,1750,73.0,82,12.9,17,9563,46,6.800301306257198,6.724879737217032,4.557534459388694,4.037027549018027,3.9739262637687283,15.078524365109388,72.98304136914075,9.932527964405688,9.97352013953581,2724.2061589730774,38923.295934475835,6.170677943246448,2.8903717578961645,1.8310400926092887,0.7135534829005966,Medium,1,1,1.7458225566784131,1.8721718110754175,1.6299945253589476,-0.5849046607537621,1.5252359346605333,2.5565749719739888,0.7925984055207709,0.4496014388117547,0.7817410839369675,-0.09060810988813835,0.01703484187169807,-0.2502164792374274,-0.1911203270674524,0.32344932414554367,-0.2270212887322241,0.3581403891754813,0.6125530498969481
Northern Arizona University,No,5891,4931,1973,23,48,11249,2682,6746,3728,620,2342,78.0,83,21.7,7,6157,41,6.435824754102169,6.428599761011568,4.482910588183969,4.810280968585637,3.9749576967919493,11.958050283869706,57.09220273288792,10.007415820204375,10.485767433737996,3111.4506224560782,40177.688977444705,9.090895806789435,2.0794415416798357,1.827590451900576,0.8370395518587677,Low,0,0,1.1605665458526928,1.381044070719975,1.4253575507046292,-0.053119072030679164,1.5307384634333845,1.4502857346707396,-0.9135519513977952,0.5733801240946069,1.4066848531844798,0.2611863106631819,0.09569733284866454,1.813122382800205,-1.515783424979524,-0.8930685147799067,0.6129672664692677,-1.0987972149572356,-1.6325116659989423
Northern Illinois University,No,10706,7219,2397,12,37,14826,1979,7799,3296,470,1750,73.0,78,17.3,11,6086,56,6.746639259294925,6.637523056312462,4.542787266080963,3.473099970406587,4.009717290287947,11.304760604685278,60.15359407038049,9.384648829783565,9.97352013953581,2724.2061589730774,34148.77423378909,7.70392237891117,2.4849066497880004,1.8274879788906404,0.6742947879693629,Low,0,0,1.659655050559874,1.7273652337053012,1.5895541009422456,-0.9727316677869278,1.7161752868027162,1.2186775488287007,-0.5848598009901799,-0.4559627311617417,0.7817410839369675,-0.09060810988813835,-0.28237352323745246,0.8331283179455142,-0.8534518760234878,-0.9292056824217575,-0.49407047664955506,-1.0987972149572356,-1.6325116659989423
Northwest Missouri State University,No,2729,2535,1257,8,29,4787,472,3735,3136,250,1630,62.0,65,21.7,23,5284,54,6.015025069899576,6.050457267959523,4.337176685788799,2.745595669002206,3.8530690002316135,8.47532762956453,46.07671798561674,8.045645056084263,9.850310879095744,1963.0383410019397,21192.12243816821,9.090895806789435,3.1780538303479458,1.8261863621216903,0.9289116892634665,Low,0,0,0.4848700076886139,0.7542171399110094,1.025719413346419,-1.4730544512765091,0.8804819321715971,0.21556995474047796,-2.096250590745348,-2.669140354284214,0.631425288232206,-0.7820953142680762,-1.094880026424442,1.813122382800205,0.2788113855351543,-1.3882216068549986,1.2379085623816553,-1.0987972149572356,-1.6325116659989423
Northwest Nazarene College,Yes,616,514,385,29,52,1115,60,9840,2820,450,822,59.0,59,14.8,20,6261,58,5.131054660572879,5.069373114684434,3.903093256109447,5.343132544941852,3.584606002873894,5.046559238212467,65.38904530691246,9.28888019207096,8.695562337682663,1777.0962231408664,16447.810048162224,6.854368826497129,3.044522437723423,1.8277373066859075,0.8344155844155844,Medium,1,1,-0.9345601103576886,-0.8720744828559045,-0.16464391628379804,0.3133361961439693,-0.5517248463097829,-1.000017635415509,-0.02274554130217709,-0.6142542984789047,-0.777372599373459,-0.9510154817010009,-1.392393977623881,0.23285911133526874,0.060686441260878146,-0.841280087760175,0.5951182682778857,0.3581403891754813,0.6125530498969481
Northwestern College,Yes,860,811,366,22,56,1040,52,9900,3075,300,1800,68.0,68,14.9,34,6357,68,5.337634238870248,5.360894338162983,3.882711178896728,4.711661371580558,3.569506084636877,4.833607396986187,65.53163740313774,8.421257384519414,10.02256149629937,2362.752960444352,23848.004199077237,6.889374885282735,3.5553480614894135,1.827869564201046,0.9430232558139535,Medium,1,1,-0.602846206685355,-0.38883507671599943,-0.22053657570559232,-0.12094221917214974,-0.6322804739620876,-1.0755146028246894,-0.007435867506012867,-2.048308048513365,0.8415717373961816,-0.4189723100864871,-0.9283307329438812,0.25759334859915606,0.8951255085680089,-0.7946393967190328,1.333899587914977,0.3581403891754813,0.6125530498969481
Northwestern University,Yes,12289,5200,1902,85,98,7450,45,16404,5520,759,1585,96.0,100,6.8,25,26385,92,6.816489203646736,6.458044638425503,4.471436163244541,8.27402694247601,3.9190119700811534,4.62148899442766,78.47827824881091,10.47646188086513,9.801931282944093,4719.23211608182,65424.30531235642,3.6429931842420715,3.258096538021482,1.8364537690209226,0.4231426478964928,High,2,1,1.7718161746322696,1.4298532960161199,1.3938918606031245,2.328985093693537,1.2322770374235155,-1.1507160945452137,1.3826050488587693,1.3486447395184986,0.5724019853941207,1.7217844915537215,1.6789026453905742,-2.036203154870672,0.4095619963667674,2.232585516876774,-2.202481190954777,1.8150779933081982,0.6125530498969481
Norwich University,Yes,1743,1625,626,8,29,1862,382,14134,5270,500,800,71.0,74,13.1,22,9209,63,5.758769802631075,5.787847803365996,4.091008651449012,2.745595669002206,3.688990194093201,8.090628301587117,74.42395470037556,9.521846755027648,8.650998387185288,2576.530515080068,29754.174387837,6.2444098482081,3.1354942159291497,1.8307757600048167,0.9323006310958118,Medium,1,1,0.07338966804017936,0.31890323650928265,0.35066623008694914,-1.4730544512765091,0.005147973043358322,0.07918403546691355,0.9473048279223203,-0.2291946039516519,-0.8317407990918487,-0.2247648828620271,-0.5579571392876599,-0.1981197138629203,0.20928980457225407,0.2302322746314767,1.2609611413278519,0.3581403891754813,0.6125530498969481
Notre Dame College,Yes,379,324,107,15,37,500,311,9990,4900,400,600,44.0,47,12.1,26,4948,33,4.821250591772475,4.76486686568549,3.335507183877745,3.9068791807486942,3.395936465562074,7.724341946943298,65.74446492812665,9.032160306951633,8.183897511239495,986.424432554636,9071.61762738667,5.8711895619635985,3.295836866004329,1.825546364651908,0.8548812664907651,Medium,1,1,-1.4320261129623773,-1.3768384831447806,-1.7211042660661955,-0.6744109272506593,-1.558246388907632,-0.05067400576780651,0.015414767758354089,-1.0385747644227592,-1.4016057556008417,-1.669305736682963,-1.854952083311673,-0.4618260387652622,0.47121122188858366,-1.6139170936026428,0.7343318561957851,0.3581403891754813,0.6125530498969481
Oakland University,No,3041,2581,1173,16,56,6441,3982,9114,4030,400,650,88.0,90,19.7,13,6637,53,6.075656439234052,6.060908322049471,4.313913676851457,4.037027549018027,3.898016085801055,12.837331751598787,63.61653637228047,9.032160306951633,8.312862263756331,3963.3530380643106,49659.49561114865,8.475511507547166,2.6390573296152584,1.828238332841442,0.8487339690891155,Medium,1,0,0.5822284608944125,0.771541302837124,0.9619265318804608,-0.5849046607537621,1.1202673821558295,1.7620138884653844,-0.2130543614146971,-1.0385747644227592,-1.2442682363007733,1.0351018728628827,0.6902976719925955,1.3783101875984967,-0.601645107695158,-0.6645929172857235,0.6925161315041627,0.3581403891754813,-1.6325116659989423
Oberlin College,Yes,4778,2767,678,50,89,2587,120,19670,5820,575,1119,77.0,96,10.1,47,16593,83,6.323634785548198,6.101226695524331,4.1205387597055765,6.727069965106191,3.7500193023981816,6.121759731330104,83.70931487983029,9.83579750891398,9.20860027422639,3031.9379352623355,58795.90038007271,5.086553747140241,3.871201010907891,1.8343442113378639,0.5791125994139807,High,2,1,0.9804181849709427,0.8383749509058105,0.4316450364297553,1.2651043449994013,0.33072841973188627,-0.6188310905150503,1.9442453259620027,0.2897201272175073,-0.1514642432737733,0.18895256078278097,1.2632379969775114,-1.0162263078285314,1.4110746470937963,1.4886487505922559,-1.1415277138917084,1.8150779933081982,0.6125530498969481
Occidental College,Yes,2324,1319,370,52,81,1686,35,16560,5140,558,1152,91.0,93,10.5,30,16196,79,5.924162861840283,5.661827354965487,3.8871020581011377,6.834359884921802,3.669682651963783,4.259915552862609,78.74298949715077,9.76790566878913,9.257549189458048,4239.059912186108,54108.59763306137,5.248001858950844,3.4339872044851463,1.8342188122435994,0.5675559380378657,High,2,1,0.338968568736843,0.11000576441484457,-0.2084957069868163,1.3388902885586311,-0.09785464923877887,-1.2789032854925582,1.4110262795548678,0.17750483379692922,-0.09174636885709443,1.285569340238181,0.9692990979140862,-0.9021518863751777,0.696881263144984,1.4444266857341659,-1.2201395230955787,1.8150779933081982,0.6125530498969481
Oglethorpe University,Yes,792,649,186,56,87,769,377,12900,4340,600,4110,91.0,95,13.1,27,8568,67,5.287104922158681,5.219598155863069,3.5943350545124217,7.040049268945194,3.501313976328053,8.066934994786989,72.0377477109996,9.932527964405688,11.506298166812268,4239.059912186108,57206.70743459923,6.2444098482081,3.332204510175204,1.830254860955239,0.8194444444444444,Medium,1,1,-0.6839833502231432,-0.6230543298108625,-1.0113347037556053,1.4803479884652577,-0.9960743700299987,0.07078414185244954,0.6911051395485793,0.4496014388117547,2.6517364721562924,1.285569340238181,1.1635803366973685,-0.1981197138629203,0.5306181538634841,0.046536916303246495,0.4932801715583525,0.3581403891754813,0.6125530498969481
Ohio Northern University,Yes,2936,2342,669,35,62,2502,66,15990,4080,600,825,73.0,78,14.5,31,9979,83,6.056027842749199,6.004281676668062,4.1156186547586255,5.799255636304826,3.744017791339167,5.190072523973376,77.76766085037788,9.932527964405688,8.70155346316617,2724.2061589730774,34148.77423378909,6.74879429472491,3.4657359027997265,1.831332064771009,0.797683923705722,High,2,1,0.5507099612573032,0.6776742897967483,0.41815290080248924,0.6270233788095004,0.29871132648458665,-0.949138442282059,1.3063082494435967,0.4496014388117547,-0.7700634020695872,-0.09060810988813835,-0.28237352323745246,0.15826329539749684,0.7487430981377603,0.42641347989232603,0.34525871027154875,1.8150779933081982,0.6125530498969481
